"message";"is_toxic"
"your fake server has duplicate logic of the classunder test due to the same inheritance. you should choose a different style of mocking. httmock is being use elsewhere in neutron.";"0"
"oh, shityou are right. is there a less error-prone way to do this than scattering calls to clearreportspending throughout the function";"1"
"petr, thanks for the feedback. a couple of comments: for proposal #2, note that i mentioned the deserialize call would return an instance of the classthis might not the most ideal thing to do for this method, though. for proposal #1, i do not think there is actually a problem. you can create an ""empy"" object with a ""dummy"" name and then have the deserialize method overwrite it. >>> classa object : ... def __init__ self, name : ... self.name = name ... def deserialize self, o : ... self.__dict__ = o ... >>> obj = a 'test' >>> obj.deserialize {'name': 'new_name'} >>> obj.name 'new_name' >>> i understand the point behind passing the flag is to validate that either of those are set but i personally do not see a huge value in that for this specific case. one reason i prefer #2 is because it'd avoid creating an instance of the object with dummy/none data.";"0"
"layoutv17dir == null !layoutv17dir.exists";"0"
"as far as i know, a fixed ip will always have a network_id, so this block seems unnecessary... can anyone prove it is possible to have a fixed_ip with no network_id";"0"
"this is an internal drbd id.";"0"
"forget to say. maybe you have seen suckbehaviour in real-life could you please provide an example";"1"
"ugly whitespace here";"0"
"if these ssl params are service_default we will see this notice. i think we need to do '!is_service_default' check for each of them. from my pov the notice is useless.";"0"
"# get all the endpoints endpoints = self.driver.get_endpoints self.assertnotin tunnel_ip_one, endpoints self.assertnotin tunnel_ip_two, endpoints";"0"
"probably a dumb question, but is 'limits' a feature of all apis to where it should be in the base";"0"
"nit: signed-off-by has no meeting in openstack context";"0"
"trailing blank line; would be nice to eliminate that.";"0"
"you do not need the $s here as that is the cwd for this func";"0"
"removing the parentheses here triggers a sanitize abort. leaving them as is does not.";"0"
"module level variables should be defined at the top of the module";"0"
"will nuke them; the cookiecutter template appears to be out of date for environments.";"0"
"if this fails, do you want to return a model update with replication_status asserror'";"0"
"useless.";"0"
"totally clumsy! i dislike it immensely! i think we should make a fileglobbing feature.";"1"
"nit: indentation. imo it is better to put all arguments on the new line: ml2_db.add_network_segment self.ctx.session, network_id, segment, is_dynamic=is_seg_dynamic same on line 63";"0"
"you'll need to fix those empty whitespaces.";"0"
"again, should it not be 'r*, admin' in the below table";"0"
"sometimes directories turn into 0-byte files when there is xfs filesystem corruption. mostly it is just paranoia. : you get enough clusters with enough different operators and someone's gonna do something dumb in here.";"0"
"can you please s/kp/key_protector";"0"
"should we do that even if we are not actually visible iow should we call getwidget ->startcompositor instead";"0"
"we should just remove this. it is useless and it returns the same as getjava";"0"
"**kwargs";"0"
"this dummy implementation makes no use of it so i removed it for now. but we intend to introduce boringssl in crrev.com/c/535258";"0"
"it will raise notimplementederror. you can pull this patch and try it out. btw, i am going to get rid of this block of code anyways in my next patch.";"0"
"what exception this is useless";"0"
"will fix addresspool. silly me. done.";"0"
"neutron should be lowercase. also, suggested to add a link to the graphic.";"0"
"whoops, fat fingers. fixed.";"0"
"killing seems bad, why kill. just stop it using an event object... for example: def heartbeat self : while self.coordinator is not none and not self._dead.is_set : <do stuff> def stop self : <stuff> if self.coordinator is not none: self.coordinator.stop self._dead.set if self._ev is not none: self._ev.wait self._ev = none self.coordinator = none self.started = false";"0"
"forgive me about the dumb question... is this being commented out because its content is now in extension.wadl";"0"
"stupid question: why was this moved down here";"0"
"unnessary whitespce chagne pleease remove.";"0"
"""submit asynchron ausloesen"" => trigger submit asynchron";"0"
"how will this be assigned, the exception was thrown before this occurs in all cases. maybe a spacing error";"0"
"cp -r $sample_policy_dir $conf_dir/ should be ok.";"0"
"now you must update heads instead of head because of";"0"
"brant: is this going to freak out your compliance friends";"0"
"i stole this code from chromeos_startup. """""" # always return success to avoid killing init exit 0 ../../init/chromeos_startup """"""";"0"
"name";"0"
"i should not need to load an l3 agent to test the db logic behavior! that is nonsense.";"1"
"same here. please, use empty lines instead of the ugly separators in this file. it is too compact and hard to read after your change.";"0"
"as i said in another cl, this field should be in trigger message, so we do not reimplementita bunch of times. i also propose to name it 'triggers', so we'll have: trigger { id: ""luci-go-trigger"" acl_sets: ""default"" gitiles: { repo: "" refs: ""refs/heads/master"" } triggers: ""noop-kick-me"" triggers: ""some-other-crap } looks like your luci-scheduler-dev.cfg cl put jobs_to_trigger into trigger message too :";"0"
"is vol_types a dict if it is, why not directly use vol_types.values here seems you do not use type_name..";"0"
"just remove this ugly space from the end of the line please";"1"
"those 2 lines glbindtexture and glteximage2d are useless since your textures are created in texturetest.cc. by extension, you can remove one of the glgeterror calls.";"0"
"they can call it something else or replace this driver with the new implementation. what library it uses is an implementation detail. also, kombu is a library which supports multiple messaging systems. we always refer to openstack as having a rabbitmq, qpid and zmq drivers ... 'kombu' is a dumb name for the former.";"0"
"bdms should probably be passed into _reschedule_or_reraise instead of fetching it again.";"0"
"this leads to ---- 2014-02-26 11:22:20.844 ++ jobs -p 2014-02-26 11:22:20.846 + kill 2014-02-26 11:22:20.848 kill: usage: kill -s sigspec -n signum -sigspec pid jobspec ... or kill -l sigspec ---- if there is no background jobs";"0"
"this change is useless";"0"
"forgot about this. i am having a hellof a time getting libcros to find <glib-object.h>. working on that now.";"1"
"this is what the query looks like: select ports.tenant_id as ports_tenant_id, ports.id as ports_id, ports.name as ports_name, ports.network_id as ports_network_id, ports.mac_address as ports_mac_address, ports.admin_state_up as ports_admin_state_up, ports.status as ports_status, ports.device_id as ports_device_id, ports.device_owner as ports_device_owner, securitygroupportbindings.security_group_id assecuritygroupportbindings_security_group_id, ipallocations_1.port_id as ipallocations_1_port_id, ipallocations_1.ip_address as ipallocations_1_ip_address, ipallocations_1.subnet_id as ipallocations_1_subnet_id, ipallocations_1.network_id as ipallocations_1_network_id, allowedaddresspairs_1.port_id as allowedaddresspairs_1_port_id, allowedaddresspairs_1.mac_address as allowedaddresspairs_1_mac_address, allowedaddresspairs_1.ip_address as allowedaddresspairs_1_ip_address, ml2_port_bindings_1.port_id as ml2_port_bindings_1_port_id, ml2_port_bindings_1.host as ml2_port_bindings_1_host, ml2_port_bindings_1.vnic_type as ml2_port_bindings_1_vnic_type, ml2_port_bindings_1.profile as ml2_port_bindings_1_profile, ml2_port_bindings_1.vif_type as ml2_port_bindings_1_vif_type, ml2_port_bindings_1.vif_details as ml2_port_bindings_1_vif_details, ml2_port_bindings_1.driver as ml2_port_bindings_1_driver, ml2_port_bindings_1.segment as ml2_port_bindings_1_segment, securitygroupportbindings_1.port_id assecuritygroupportbindings_1_port_id, securitygroupportbindings_1.security_group_id assecuritygroupportbindings_1_security_group_id, extradhcpopts_1.id as extradhcpopts_1_id, extradhcpopts_1.port_id as extradhcpopts_1_port_id, extradhcpopts_1.opt_name as extradhcpopts_1_opt_name, extradhcpopts_1.opt_value as extradhcpopts_1_opt_value, ml2_dvr_port_bindings_1.port_id as ml2_dvr_port_bindings_1_port_id, ml2_dvr_port_bindings_1.host as ml2_dvr_port_bindings_1_host, ml2_dvr_port_bindings_1.router_id as ml2_dvr_port_bindings_1_router_id, ml2_dvr_port_bindings_1.vif_type as ml2_dvr_port_bindings_1_vif_type, ml2_dvr_port_bindings_1.vif_details as ml2_dvr_port_bindings_1_vif_details, ml2_dvr_port_bindings_1.vnic_type as ml2_dvr_port_bindings_1_vnic_type, ml2_dvr_port_bindings_1.profile as ml2_dvr_port_bindings_1_profile, ml2_dvr_port_bindings_1.cap_port_filter as ml2_dvr_port_bindings_1_cap_port_filter, ml2_dvr_port_bindings_1.driver as ml2_dvr_port_bindings_1_driver, ml2_dvr_port_bindings_1.segment as ml2_dvr_port_bindings_1_segment, ml2_dvr_port_bindings_1.status as ml2_dvr_port_bindings_1_status from ports left outer join securitygroupportbindings on ports.id = securitygroupportbindings.port_id left outer join ipallocations as ipallocations_1 on ports.id = ipallocations_1.port_id left outer join allowedaddresspairs as allowedaddresspairs_1 on ports.id = allowedaddresspairs_1.port_id left outer join ml2_port_bindings as ml2_port_bindings_1 on ports.id = ml2_port_bindings_1.port_id left outer join securitygroupportbindings assecuritygroupportbindings_1 on ports.id = securitygroupportbindings_1.port_id left outer join extradhcpopts as extradhcpopts_1 on ports.id = extradhcpopts_1.port_id left outer join ml2_dvr_port_bindings as ml2_dvr_port_bindings_1 on ports.id = ml2_dvr_port_bindings_1.port_id where ports.id in :id_1, :id_2, :id_3, :id_4, :id_5, :id_6 maybe we want to disable eager loading so it does not pull in all that crapwe do not need we really only want the port and security groups";"1"
